,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
68933,108年03月15日 08時35分00秒,宜蘭縣五結鄉利澤村利成路2段218號前3.0公尺北側,死亡0;受傷2,普通重型-機車;普通重型-機車,121.82381699999999,24.662613
68993,108年03月15日 09時38分00秒,宜蘭縣宜蘭市中山路5段口 / 宜蘭縣宜蘭市北津路,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.755936,24.767711
69000,108年03月15日 09時41分20秒,宜蘭縣五結鄉191縣道路西側 / 宜蘭縣五結鄉五結中路2段北側,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.790644,24.700758999999998
69022,108年03月15日 10時05分00秒,宜蘭縣礁溪鄉玉龍路2段417號,死亡0;受傷1,電動自行車-慢車,121.79546,24.816895000000002
69042,108年03月15日 10時20分47秒,宜蘭縣礁溪鄉德陽路134號前,死亡0;受傷1,普通重型-機車;自用-小客車,121.767665,24.829231
69107,108年03月15日 11時51分00秒,宜蘭縣礁溪鄉大忠路261號,死亡0;受傷1,普通重型-機車;普通重型-機車,121.76253700000001,24.824928
69114,108年03月15日 12時09分00秒,宜蘭縣壯圍鄉191線與美福路路口,死亡0;受傷1,自用-小客車;普通重型-機車,121.78774299999999,24.724006
69189,108年03月15日 14時09分46秒,宜蘭縣冬山鄉梅山路前0.0公尺附近,死亡0;受傷1,普通重型-機車,121.74493700000001,24.629882000000002
69206,108年03月15日 14時41分08秒,宜蘭縣羅東鎮中山路3段121號南側,死亡0;受傷1,普通重型-機車;自用-小客車,121.77127,24.67456
69242,108年03月15日 15時37分00秒,宜蘭縣宜蘭市中山路2段202巷前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.755007,24.747185
69256,108年03月15日 16時00分25秒,宜蘭縣員山鄉員山路1段312巷8號前2.0公尺,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,121.72361299999999,24.74381
69264,108年03月15日 16時10分54秒,宜蘭縣宜蘭市泰山路66號前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車,121.74601200000001,24.754196
