,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
94736,108年04月12日 20時33分00秒,澎湖縣馬公市西衛里六合路47號前0.0公尺北側,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),119.581024,23.574112
94777,108年04月12日 21時32分00秒,澎湖縣馬公市東文里新店路529號前0.0公尺東側,死亡0;受傷2,普通重型-機車;行人-人,119.584621,23.563464
95910,108年04月14日 09時58分00秒,澎湖縣馬公市朝陽里光復路口 / 澎湖縣馬公市朝陽里三多路口,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小客車,119.574991,23.575817
96157,108年04月14日 14時41分00秒,澎湖縣馬公市重光里88號之4旁岔路口,死亡0;受傷1,普通重型-機車,119.56788300000001,23.583820000000003
96349,108年04月14日 18時50分00秒,澎湖縣湖西鄉縣204線 8公里200.0公尺處西側向外側,死亡0;受傷4,普通重型-機車;行人-人;乘客-人;乘客-人,119.647916,23.564339999999998
96761,108年04月15日 09時39分00秒,澎湖縣馬公市縣204線 1公里300.0公尺處東側向外側,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),119.59163899999999,23.56268
96996,108年04月15日 13時55分00秒,澎湖縣馬公市縣204線 700.0公尺處西側向路肩,死亡0;受傷1,自用-小客車;自用-小貨車(含客、貨兩用),119.586525,23.565748000000003
97061,108年04月15日 15時34分00秒,澎湖縣馬公市朝陽里林森路口 / 澎湖縣馬公市朝陽里朝陽路口,死亡0;受傷2,普通重型-機車;普通重型-機車,119.578227,23.573726999999998
97120,108年04月15日 16時44分00秒,澎湖縣馬公市朝陽里中華路口 / 澎湖縣馬公市朝陽里六合路口,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,119.581826,23.570056
97600,108年04月16日 07時49分00秒,澎湖縣湖西鄉鼎灣村澎11號道口 / 澎湖縣湖西鄉鼎灣村澎12號道口,死亡0;受傷1,自用-小客車;自用-小貨車(含客、貨兩用),119.622619,23.589191
97989,108年04月16日 14時26分00秒,澎湖縣馬公市光復里新生路口 / 澎湖縣馬公市光復里樹德路口,死亡0;受傷1,普通重型-機車;普通重型-機車,119.569493,23.56847
98422,108年04月16日 23時23分00秒,澎湖縣馬公市西文里中華路口 / 澎湖縣馬公市西文里六合路口,死亡0;受傷1,自用-小客車;普通重型-機車,119.581787,23.570029
98755,108年04月17日 10時48分00秒,澎湖縣馬公市陽明里新營路口 / 澎湖縣馬公市陽明里北辰街口,死亡0;受傷1,普通輕型-機車;計程車-小客車,119.57363600000001,23.567276
99284,108年04月17日 18時49分00秒,澎湖縣馬公市縣201線 1公里590.0公尺處北側向外側,死亡0;受傷1,普通重型-機車,119.604817,23.539897
101056,108年04月19日 16時29分19秒,澎湖縣西嶼鄉縣203線 24公里300.0公尺處西側向路肩,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通輕型-機車,119.53213000000001,23.636543
101386,108年04月19日 21時37分00秒,澎湖縣馬公市啟明里惠明路2之2號前0.0公尺東側,死亡0;受傷1,計程車-小客車;行人-人,119.566745,23.56446
101588,108年04月20日 08時45分00秒,澎湖縣馬公市西衛里光復路300號前0.0公尺北側,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,119.57721000000001,23.577780999999998
102071,108年04月20日 18時25分00秒,澎湖縣馬公市光復里光復路口 / 澎湖縣馬公市光復里永安街口,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,119.571844,23.572839000000002
102830,108年04月21日 20時50分00秒,澎湖縣馬公市縣204線 1公里400.0公尺處東側向外側,死亡0;受傷2,普通重型-機車;普通重型-機車,119.59370600000001,23.561564
103014,108年04月22日 07時45分00秒,澎湖縣湖西鄉鼎灣村縣203線道路口 / 澎湖縣湖西鄉鼎灣村澎12號道路口,死亡0;受傷1,普通重型-機車;自用-小客車,119.613176,23.593947
103248,108年04月22日 11時15分00秒,澎湖縣馬公市長安里惠民一路口 / 澎湖縣馬公市長安里中正路口,死亡0;受傷1,普通重型-機車,119.56478999999999,23.567261
104216,108年04月23日 12時18分00秒,澎湖縣湖西鄉澎21號道2.4公里處,死亡0;受傷1,自用-小客車,119.623571,23.559832
104298,108年04月23日 14時41分00秒,澎湖縣馬公市山水里110號之21前,死亡0;受傷1,動力機械-其他車;普通重型-機車,119.591967,23.515055
