,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
1424,108年10月17日 11時11分00秒,高雄市大樹區國道3號 385公里700.0公尺處南側向外側,死亡1;受傷0,營業用-半聯結車;自用-小客車;自用-小客車,120.452583,22.764555
1427,108年10月17日 22時58分00秒,高雄市美濃區光復街中壇568電桿號前0.0公尺前,死亡1;受傷0,腳踏自行車-慢車,120.5375,22.8714
1439,108年10月20日 05時19分00秒,高雄市三民區中華三路261號前0.0公尺前,死亡1;受傷0,行人-人;自用-小客車;計程車-小客車,120.2935,22.63544
1447,108年10月21日 17時20分00秒,高雄市鼓山區河西一路319號前0.0公尺前,死亡1;受傷1,自用-小客車;行人-人;自用-小客車;普通重型-機車;普通輕型-機車,120.281712,22.642618
1449,108年10月21日 20時11分00秒,高雄市茄萣區正大路南下號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.2114,22.88053
1452,108年10月22日 16時25分00秒,高雄市苓雅區四維三路 / 高雄市苓雅區學源街,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,120.310854,22.61918
1495,108年10月31日 11時21分00秒,高雄市前金區自立一路29號前0.0公尺前,死亡1;受傷1,普通重型-機車;普通輕型-機車,120.2976,22.63482
1508,108年11月02日 05時45分00秒,高雄市旗津區旗津二路前 / 高雄市旗津區中港街,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.294031,22.578881
1512,108年11月03日 12時41分00秒,高雄市鳳山區國泰路2段 / 高雄市鳳山區國泰路2段,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用),120.350875,22.617788
1516,108年11月04日 16時45分00秒,高雄市旗山區旗屏二路0號前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人,120.504246,22.831728
