縣市,鄉_鎮_市_區,街_路段,火災案件編號,報案時間,到達時間,起火原因,死亡人數,受傷人數
桃園市,新屋區,民有二路二段,I17E10S4,106-05-10 18:29,106-05-10 18:41,其他-因燃燒雜草、垃圾,0,0
新竹縣,湖口鄉,美城路,J17E10S1,106-05-10 18:30,106-05-10 18:45,菸蒂,0,0
桃園市,龍潭區,楊銅路一段,I17E10S2,106-05-10 18:31,106-05-10 18:50,電氣因素(不含車輛)-短路,0,0
臺南市,南區,龍崗國小後情人橋旁海灘,G17E10S2,106-05-10 18:39,106-05-10 18:49,遺留火種-不詳,0,0
高雄市,大寮區,鳳屏一路,B17E10S2,106-05-10 18:45,106-05-10 18:53,電氣因素(不含車輛)-短路,0,0
臺南市,南區,明興路1181巷附近,G17E10T1,106-05-10 19:43,106-05-10 19:49,遺留火種-不詳,0,0
苗栗縣,頭份市,,K17E10U1,106-05-10 20:18,106-05-10 20:28,其他-因燃燒雜草、垃圾,0,0
臺南市,仁德區,土庫一街711巷698弄(往高鐵方向),G17E10U1,106-05-10 20:31,106-05-10 20:48,遺留火種-不詳,0,0
彰化縣,線西鄉,,M17E10U1,106-05-10 20:34,106-05-10 20:41,其他-因燃燒雜草、垃圾,0,0
高雄市,林園區,中正路,B17E10U1,106-05-10 20:38,106-05-10 20:43,菸蒂,0,0
高雄市,鹽埕區,五福四路,B17E10V1,106-05-10 21:11,106-05-10 21:16,遺留火種-不詳,0,0
臺北市,北投區,育仁路,A17E10W1,106-05-10 22:08,106-05-10 22:11,電氣因素(不含車輛)-其他,0,0
新北市,新店區,三民路,H17E10W1,106-05-10 22:37,106-05-10 00:00,爐火烹調-油鍋起火,0,0
臺中市,東區,振興路,E17E10W1,106-05-10 22:46,106-05-10 22:52,爐火烹調-乾燒,0,0
新北市,新莊區,新泰路,H17E11B1,106-05-11 01:29,106-05-11 01:35,電氣因素(不含車輛)-其他,0,0
臺北市,大安區,金山南路2段,A17E11B1,106-05-11 01:44,106-05-11 01:47,爐火烹調,0,0
臺北市,文山區,恆光橋,A17E11G1,106-05-11 06:35,106-05-11 06:41,電氣因素(不含車輛)-其他,0,0
新北市,三重區,成功路,H17E11H1,106-05-11 07:09,106-05-11 07:15,爐火烹調-油鍋起火,0,0
新北市,板橋區,篤行路一段,H17E11I1,106-05-11 08:29,106-05-11 08:35,爐火烹調-油鍋起火,0,0
臺北市,中山區,農安街,A17E11I1,106-05-11 08:44,106-05-11 08:49,施工不慎,0,0
屏東縣,佳冬鄉,佳昌路,S17E11I1,106-05-11 08:57,106-05-11 09:09,爐火烹調-其他,0,0
新北市,三重區,三陽路,H17E11J1,106-05-11 09:21,106-05-11 09:26,爐火烹調-乾燒,0,0
臺南市,七股區,城堭宮堤防,G17E11J1,106-05-11 09:48,106-05-11 10:02,遺留火種-不詳,0,0
高雄市,鳳山區,經武路橋上,B17E11J1,106-05-11 09:49,106-05-11 09:52,其他-車輛電氣因素-配線-電氣絕緣破損造成短路,0,0
高雄市,鳳山區,南華一路,B17E11J2,106-05-11 09:53,106-05-11 09:58,爐火烹調-乾燒,0,0
高雄市,田寮區,古亭里應菜龍14-1號旁,B17E11K2,106-05-11 10:19,,其他-因燃燒雜草、垃圾,0,0
高雄市,三民區,鼎安路,B17E11K1,106-05-11 10:40,106-05-11 10:49,電氣因素(不含車輛)-短路,0,0
彰化縣,社頭鄉,社石路,M17E11K1,106-05-11 10:56,106-05-11 11:02,爐火烹調,0,0
苗栗縣,銅鑼鄉,,K17E11L1,106-05-11 11:54,106-05-11 12:05,其他-車輛電氣因素-配線-電氣絕緣破損造成短路,0,0
彰化縣,二林鎮,東川路,M17E11M1,106-05-11 12:09,106-05-11 12:18,其他-因燃燒雜草、垃圾,0,0
臺南市,七股區,大埕里271號附近,G17E11M1,106-05-11 12:15,106-05-11 12:20,遺留火種-不詳,0,0
臺中市,大肚區,沙田路三段,E17E11N1,106-05-11 13:15,106-05-11 13:20,其他-因燃燒雜草、垃圾,0,0
嘉義縣,布袋鎮,新塭7-11往南路邊,P17E11N1,106-05-11 13:19,,遺留火種,0,0
臺南市,玉井區,沙田里51-26號附近,G17E11N1,106-05-11 13:21,106-05-11 13:38,遺留火種-不詳,0,0
臺中市,沙鹿區,中清路七段,E17E11N2,106-05-11 13:30,106-05-11 13:35,其他-因燃燒雜草、垃圾,0,0
臺南市,安定區,南安里62-8號廣興玻璃附近,G17E11N2,106-05-11 13:44,106-05-11 13:50,遺留火種-不詳,0,0
臺中市,沙鹿區,國三北上入口附近機車道,E17E11O1,106-05-11 14:08,106-05-11 14:13,其他-因燃燒雜草、垃圾,0,0
雲林縣,虎尾鎮,博愛路,O17E11O1,106-05-11 14:14,106-05-11 14:22,菸蒂,0,2
新北市,新莊區,西盛街,H17E11O1,106-05-11 14:19,106-05-11 00:00,電氣因素(不含車輛)-短路,0,0
新竹縣,尖石鄉,,J17E11O1,106-05-11 14:32,106-05-11 14:45,其他-整地,0,0
新北市,五股區,天乙路,H17E11P1,106-05-11 15:03,106-05-11 15:08,電氣因素(不含車輛)-其他,0,0
彰化縣,員林市,柳橋西路,M17E11P4,106-05-11 15:18,106-05-11 15:25,菸蒂,0,0
彰化縣,田中鎮,員集路三段,M17E11P1,106-05-11 15:23,106-05-11 15:31,電氣因素(不含車輛),0,0
嘉義縣,水上鄉,柳子林,P17E11P2,106-05-11 15:24,,遺留火種,0,0
雲林縣,莿桐鄉,甘西村,O17E11P1,106-05-11 15:27,106-05-11 15:35,其他-因燃燒雜草、垃圾,0,0
高雄市,旗山區,思源農場旁農地,B17E11P1,106-05-11 15:30,106-05-11 15:35,其他-因燃燒雜草、垃圾,0,0
臺中市,清水區,國三,E17E11P2,106-05-11 15:40,106-05-11 15:45,其他-因燃燒雜草、垃圾,0,0
彰化縣,彰化市,安溪路,M17E11P2,106-05-11 15:47,106-05-11 16:05,其他-因燃燒雜草、垃圾,0,0
臺北市,信義區,富陽街,A17E11P1,106-05-11 15:50,106-05-11 15:50,爐火烹調,0,0
雲林縣,斗六市,永興路,O17E11P2,106-05-11 15:52,106-05-11 15:59,其他-因燃燒雜草、垃圾,0,0
桃園市,大園區,大竹南路,I17E11P2,106-05-11 15:55,106-05-11 16:06,遺留火種-不詳,0,0
桃園市,蘆竹區,坑?路,I17E11Q5,106-05-11 16:00,106-05-11 16:11,機械設備-不詳,0,0
臺南市,學甲區,中正路舊二港公園,G17E11Q1,106-05-11 16:12,106-05-11 16:21,遺留火種-不詳,0,0
高雄市,鳳山區,青年路一段,B17E11Q1,106-05-11 16:13,106-05-11 16:19,爐火烹調-油鍋起火,0,0
雲林縣,水林鄉,大正飼料場旁,O17E11Q1,106-05-11 16:23,106-05-11 16:31,遺留火種-其他-微火(餘燼),0,0
新北市,樹林區,保安街3段,H17E11Q1,106-05-11 16:34,106-05-11 16:40,爐火烹調-乾燒,0,0
臺中市,豐原區,圓環北路二段,E17E11Q1,106-05-11 16:38,106-05-11 16:38,電氣因素(不含車輛)-短路,0,0
雲林縣,西螺鎮,頂湳里公墓,O17E11Q2,106-05-11 16:39,106-05-11 16:51,遺留火種-其他-微火(餘燼),0,0
臺南市,新市區,民族路,G17E11Q2,106-05-11 16:40,106-05-11 16:45,自殺-引火自焚,1,0
高雄市,仁武區,八德一路和澄德路的交叉路口,B17E11Q2,106-05-11 16:42,106-05-11 16:50,其他-因燃燒雜草、垃圾,0,0
臺南市,新營區,長榮陸橋旁草地,G17E11Q3,106-05-11 16:48,106-05-11 16:57,遺留火種-不詳,0,0
花蓮縣,花蓮市,中山路,U17E11Q1,106-05-11 16:52,106-05-11 16:57,其他-因燃燒雜草、垃圾,0,0
新竹縣,關西鎮,,J17E11R1,106-05-11 17:05,106-05-11 17:13,其他-因燃燒雜草、垃圾,0,0
雲林縣,土庫鎮,秀潭段往埤腳,O17E11R1,106-05-11 17:05,106-05-11 17:21,敬神、祭祖,0,0
雲林縣,褒忠鄉,潮厝村,O17E11R2,106-05-11 17:15,106-05-11 17:25,遺留火種-其他-微火(餘燼),0,0
臺北市,中正區,羅斯福路3段,A17E11R1,106-05-11 17:26,106-05-11 17:29,電氣因素(不含車輛)-其他,0,0
桃園市,龍潭區,仁愛街,I17E11R1,106-05-11 17:28,106-05-11 17:36,縱火-人為縱火,0,0
高雄市,美濃區,成功新村大新砂石場附近,B17E11R1,106-05-11 17:29,106-05-11 17:35,其他-因燃燒雜草、垃圾,0,0
澎湖縣,馬公市,山水里,W17E11R1,106-05-11 17:29,106-05-11 17:40,其他-因燃燒雜草、垃圾,0,0
彰化縣,彰化市,中山路三段,M17E11R1,106-05-11 17:39,106-05-11 17:09,其他-因燃燒雜草、垃圾,0,0
臺中市,梧棲區,文化路一段,E17E11R1,106-05-11 17:40,106-05-11 17:45,其他-因燃燒雜草、垃圾,0,0
臺南市,佳里區,興中街和忠仁街的交叉路口,G17E11R1,106-05-11 17:40,106-05-11 17:50,遺留火種-不詳,0,0
臺東縣,臺東市,新生路,V17E11R1,106-05-11 17:49,106-05-11 17:55,施工不慎-焊接,0,0
臺南市,安南區,安和路四段294號附近,G17E11S1,106-05-11 18:07,106-05-11 18:13,遺留火種-不詳,0,0
彰化縣,田尾鄉,,M17E11S2,106-05-11 18:16,106-05-11 18:22,其他-因燃燒雜草、垃圾,0,0
彰化縣,二林鎮,,M17E11S3,106-05-11 18:30,106-05-11 18:33,其他-因燃燒雜草、垃圾,0,0
臺南市,安南區,城西街一段61巷172號附近,G17E11S2,106-05-11 18:33,106-05-11 18:42,遺留火種-不詳,0,0
彰化縣,田尾鄉,中正路二段,M17E11S4,106-05-11 18:45,106-05-11 18:57,其他-因燃燒雜草、垃圾,0,0
彰化縣,田中鎮,中州路二段,M17E11S1,106-05-11 18:48,106-05-11 18:52,其他-因燃燒雜草、垃圾,0,0
臺中市,太平區,永豐路,E17E11S2,106-05-11 18:54,106-05-11 19:03,爐火烹調-乾燒,0,0
臺中市,東區,建成路,E17E11S3,106-05-11 18:54,106-05-11 19:02,其他-燃燒彈簧床墊,0,0
彰化縣,竹塘鄉,東陽路一段,M17E11T1,106-05-11 19:02,106-05-11 19:08,其他-燃燒廢棄稻殼,0,0
高雄市,仁武區,八德西路澄觀所附近河堤公園內,B17E11U1,106-05-11 20:24,106-05-11 20:37,其他-因燃燒雜草、垃圾,0,0
臺北市,士林區,環河北路3段,A17E11U1,106-05-11 20:25,106-05-11 20:30,電氣因素(不含車輛)-其他,0,0
苗栗縣,卓蘭鎮,,K17E11U1,106-05-11 20:49,106-05-11 20:58,其他-因燃燒雜草、垃圾,0,0
高雄市,彌陀區,鹽港一路61號旁,B17E11V1,106-05-11 21:38,,其他-因燃燒雜草、垃圾,0,0
彰化縣,福興鄉,新生路,M17E11W1,106-05-11 22:10,106-05-11 22:26,其他-因燃燒雜草、垃圾,0,0
新竹縣,湖口鄉,湖口老街,J17E11W1,106-05-11 22:38,106-05-11 22:49,縱火-人為縱火,0,0
臺南市,麻豆區,麻學路一段陸橋下,G17E11W1,106-05-11 22:56,106-05-11 23:04,遺留火種-不詳,0,0
臺南市,歸仁區,文化街三段18巷中庭花圃,G17E11X1,106-05-11 23:03,106-05-11 23:14,遺留火種-不詳,0,0
臺中市,西屯區,西屯路三段,E17E11X2,106-05-11 23:28,106-05-11 23:36,電氣因素(不含車輛)-接觸不良,0,0
雲林縣,林內鄉,消防隊後方,O17E11X1,106-05-11 23:55,106-05-12 00:00,其他-因燃燒雜草、垃圾,0,0
臺南市,安南區,海佃路一段,G17E11X2,106-05-11 23:58,106-05-12 00:06,遺留火種-不詳,0,0
新北市,土城區,金城路,H17E12A1,106-05-12 00:21,106-05-12 00:27,其他-因燃燒雜草、垃圾,0,0
臺北市,士林區,雨農路,A17E12A1,106-05-12 00:30,106-05-12 00:35,電氣因素(不含車輛)-其他,0,0
雲林縣,斗六市,雲科大停車場,O17E12A1,106-05-12 00:47,106-05-12 00:57,燃放爆竹,0,0
臺中市,東區,和平街,E17E12C1,106-05-12 02:11,106-05-12 02:21,爐火烹調-乾燒,0,0
雲林縣,斗六市,仁義路,O17E12C1,106-05-12 02:41,106-05-12 02:51,其他-因燃燒雜草、垃圾,0,0
桃園市,龜山區,文化一路,I17E12D1,106-05-12 03:51,106-05-12 04:03,其他-因燃燒雜草、垃圾,0,0
苗栗縣,頭屋鄉,,K17E12E1,106-05-12 04:15,106-05-12 04:25,燃放爆竹,0,0
臺北市,中正區,羅斯福路1段,A17E12F1,106-05-12 05:08,106-05-12 05:13,電氣因素(不含車輛)-短路,0,0
臺南市,永康區,中山南路365巷內亞太工業區附近,G17E12H1,106-05-12 07:55,106-05-12 08:02,遺留火種-不詳,0,0
臺中市,沙鹿區,近向上路七段,E17E12I1,106-05-12 08:06,106-05-12 08:11,其他-因燃燒雜草、垃圾,0,0
雲林縣,水林鄉,順興往宜梧,O17E12I1,106-05-12 08:11,106-05-12 08:21,遺留火種-其他-微火(餘燼),0,0
宜蘭縣,冬山鄉,義成路2段,T17E12I1,106-05-12 08:15,106-05-12 08:24,爐火烹調,0,0
嘉義縣,新港鄉,精忠廟附近,P17E12I1,106-05-12 08:16,106-05-12 08:24,遺留火種-其他-燒雜草,0,0
嘉義縣,大林鎮,甘蔗崙,P17E12J1,106-05-12 09:43,,遺留火種-其他,0,0
新北市,新店區,中正路,H17E12K1,106-05-12 10:41,106-05-12 10:46,爐火烹調-油鍋起火,0,0
嘉義縣,中埔鄉,義仁村安家厝義安宮附近公墓,P17E12K1,106-05-12 10:41,106-05-12 10:52,遺留火種-其他-線香,0,0
新北市,三重區,六張街,H17E12K2,106-05-12 10:42,106-05-12 10:49,爐火烹調-油鍋起火,0,0
雲林縣,崙背鄉,台19線往二崙154甲,O17E12K1,106-05-12 10:57,106-05-12 11:04,其他-因燃燒雜草、垃圾,0,0
臺中市,北屯區,大連路三段,E17E12K1,106-05-12 10:59,106-05-12 11:05,施工不慎-其他-瓦斯噴燈使用不慎,0,1
高雄市,大社區,,B17E12L1,106-05-12 11:09,106-05-12 11:19,遺留火種-其他-打火機,0,0
臺南市,永康區,民族路32巷22號旁,G17E12L1,106-05-12 11:12,106-05-12 11:18,遺留火種-不詳,0,0
臺南市,七股區,頂山里157號旁,G17E12L2,106-05-12 11:31,106-05-12 11:44,遺留火種-不詳,0,0
臺南市,後壁區,烏樹里蘭花園區的蘭科一路上,G17E12L3,106-05-12 11:41,106-05-12 11:48,遺留火種-不詳,0,0
臺南市,白河區,檳榔山山區(空屋),G17E12M1,106-05-12 12:01,106-05-12 12:11,遺留火種-不詳,0,0
桃園市,桃園區,龍山街,I17E12M1,106-05-12 12:25,106-05-12 12:36,爐火烹調-其他,0,0
新北市,汐止區,樟樹二路,H17E12M1,106-05-12 12:31,106-05-12 12:37,爐火烹調-油鍋起火,0,0
高雄市,美濃區,忠孝路二段,B17E12M1,106-05-12 12:32,106-05-12 12:36,其他-因燃燒雜草、垃圾,0,0
雲林縣,四湖鄉,溪底村,O17E12M1,106-05-12 12:33,106-05-12 12:45,遺留火種-其他-微火(餘燼),0,0
彰化縣,線西鄉,,M17E12M1,106-05-12 12:54,106-05-12 13:08,其他-因燃燒雜草、垃圾,0,0
新北市,三重區,吉祥街,H17E12N1,106-05-12 13:02,106-05-12 13:07,其他,0,0
臺中市,東勢區,河濱公園旁,E17E12N2,106-05-12 13:03,106-05-12 13:07,其他-燃燒雜草,0,0
雲林縣,斗六市,梅林橋往活動中心,O17E12N1,106-05-12 13:14,106-05-12 13:29,遺留火種-其他-微火(餘燼),0,0
桃園市,平鎮區,民族路雙連二段,I17E12N1,106-05-12 13:22,106-05-12 13:32,其他-易燃液體遇火源,0,0
高雄市,大社區,民族路,B17E12N1,106-05-12 13:40,106-05-12 13:51,其他-因燃燒雜草、垃圾,0,0
嘉義縣,中埔鄉,,P17E12N1,106-05-12 13:41,,遺留火種-其他,0,0
嘉義縣,中埔鄉,部後,P17E12N2,106-05-12 13:41,106-05-12 13:54,遺留火種-其他-燒廢棄物,0,0
嘉義市,西區,民族路,F17E12N1,106-05-12 13:56,106-05-12 14:02,菸蒂,0,0
屏東縣,屏東市,和生路,S17E12O1,106-05-12 14:06,106-05-12 14:06,菸蒂,0,0
高雄市,湖內區,民權路30巷61號對面空地,B17E12O3,106-05-12 14:17,,其他-因燃燒雜草、垃圾,0,0
嘉義縣,布袋鎮,台61線北上265公里處,P17E12O1,106-05-12 14:17,,機械設備-其他,0,0
新竹縣,關西鎮,拱子溝,J17E12O1,106-05-12 14:19,106-05-12 14:38,菸蒂,0,0
高雄市,仁武區,中正路,B17E12O1,106-05-12 14:23,106-05-12 14:37,其他-因燃燒雜草、垃圾,0,0
臺南市,安南區,安中路五段448號神農宮附近,G17E12O1,106-05-12 14:34,106-05-12 14:47,遺留火種-不詳,0,0
臺中市,潭子區,豐栗路,E17E12O1,106-05-12 14:37,106-05-12 14:47,其他-燃燒雜草,0,0
臺南市,安南區,北汕尾三路701號附近,G17E12O2,106-05-12 14:42,106-05-12 14:46,遺留火種-不詳,0,0
高雄市,旗山區,旗南三路,B17E12O2,106-05-12 14:53,106-05-12 14:57,其他-因燃燒雜草、垃圾,0,0
彰化縣,埔心鄉,新興路,M17E12P1,106-05-12 15:01,106-05-12 15:08,其他-因燃燒雜草、垃圾,0,0
屏東縣,潮州鎮,光春路,S17E12P1,106-05-12 15:16,106-05-12 15:16,菸蒂,0,0
彰化縣,北斗鎮,中新路,M17E12P2,106-05-12 15:29,106-05-12 15:37,其他-因燃燒雜草、垃圾,0,0
彰化縣,二林鎮,太平路四段,M17E12P3,106-05-12 15:45,106-05-12 15:55,其他-因燃燒雜草、垃圾,0,0
臺南市,學甲區,豐和里美豐20-9號附近,G17E12P1,106-05-12 15:53,106-05-12 16:02,遺留火種-不詳,0,0
臺南市,安南區,台17線164K國聖橋下,G17E12P2,106-05-12 15:53,106-05-12 16:07,遺留火種-不詳,0,0
新北市,新店區,北宜路二段,H17E12Q1,106-05-12 16:07,106-05-12 16:15,電氣因素(不含車輛)-短路,0,0
雲林縣,二崙鄉,義庄村,O17E12Q1,106-05-12 16:19,106-05-12 16:34,其他-因燃燒雜草、垃圾,0,0
臺北市,北投區,豐年路2段,A17E12Q2,106-05-12 16:20,106-05-12 16:26,爐火烹調,0,0
雲林縣,斗南鎮,小東橋旁,O17E12Q2,106-05-12 16:21,106-05-12 16:29,其他-因燃燒雜草、垃圾,0,0
彰化縣,田中鎮,山腳路三段,M17E12Q1,106-05-12 16:42,106-05-12 16:52,其他-因燃燒雜草、垃圾,0,0
臺中市,西屯區,福林路,E17E12Q1,106-05-12 16:44,106-05-12 16:50,遺留火種-不詳,0,0
臺北市,南港區,南港路3段,A17E12Q1,106-05-12 16:53,106-05-12 16:58,爐火烹調,0,0
雲林縣,西螺鎮,國一南下,O17E12R1,106-05-12 17:06,106-05-12 17:16,遺留火種-其他-微火(餘燼),0,0
彰化縣,鹿港鎮,思源路,M17E12R2,106-05-12 17:08,106-05-12 17:15,其他-因燃燒雜草、垃圾,0,0
臺中市,沙鹿區,水裡社街一段,E17E12R1,106-05-12 17:22,106-05-12 17:27,其他-因燃燒雜草、垃圾,0,0
臺南市,南區,濱南路近喜樹路340巷,G17E12R1,106-05-12 17:34,106-05-12 17:47,遺留火種-不詳,0,0
屏東縣,萬丹鄉,萬壽路,S17E12R1,106-05-12 17:37,106-05-12 17:48,機械設備-其他,0,0
高雄市,永安區,維新路光明三巷3號-7左前方空地,B17E12R1,106-05-12 17:42,,其他-因燃燒雜草、垃圾,0,0
彰化縣,田中鎮,山腳路三段,M17E12R1,106-05-12 17:51,106-05-12 17:58,其他-因燃燒雜草、垃圾,0,0
彰化縣,溪湖鎮,,M17E12R3,106-05-12 17:57,106-05-12 18:25,其他-整地,0,0
新北市,淡水區,淡金路,H17E12S1,106-05-12 18:08,106-05-12 18:18,其他,0,0
彰化縣,芳苑鄉,,M17E12S1,106-05-12 18:14,106-05-12 18:26,其他-因燃燒雜草、垃圾,0,0
彰化縣,社頭鄉,,M17E12S2,106-05-12 18:22,106-05-12 18:33,其他-因燃燒雜草、垃圾,0,0
臺南市,麻豆區,,G17E12S1,106-05-12 18:24,106-05-12 18:40,電氣因素(不含車輛)-不詳,0,0
新北市,中和區,復興路,H17E12S2,106-05-12 18:28,106-05-12 18:35,爐火烹調-油鍋起火,0,0
高雄市,美濃區,東門樓土地公廟後方空地,B17E12S1,106-05-12 18:28,106-05-12 18:32,其他-因燃燒雜草、垃圾,0,0
臺中市,沙鹿區,中山路,E17E12S1,106-05-12 18:36,106-05-12 18:41,其他-因燃燒雜草、垃圾,0,0
臺南市,仁德區,國道1號334K南下邊坡,G17E12S2,106-05-12 18:43,106-05-12 18:54,遺留火種-不詳,0,0
新北市,新莊區,昌平街,H17E12T1,106-05-12 19:05,106-05-12 00:00,爐火烹調-油鍋起火,0,0
雲林縣,斗南鎮,田頭中路,O17E12T1,106-05-12 19:11,106-05-12 19:20,電氣因素(不含車輛)-短路,0,0
雲林縣,虎尾鎮,下溪里三塊厝,O17E12T2,106-05-12 19:18,106-05-12 19:30,遺留火種-其他-微火(餘燼),0,0
彰化縣,溪州鄉,西斗路,M17E12T1,106-05-12 19:20,106-05-12 19:33,其他-因燃燒雜草、垃圾,0,0
雲林縣,口湖鄉,成龍國小往南,O17E12T3,106-05-12 19:29,106-05-12 19:37,遺留火種-其他-微火(餘燼),0,0
雲林縣,莿桐鄉,農會旁停車場,O17E12T4,106-05-12 19:39,106-05-12 19:45,其他-因燃燒雜草、垃圾,0,0
臺中市,太平區,長安東路,E17E12T3,106-05-12 19:49,106-05-12 20:01,其他-燃燒廢棄物,0,0
新北市,樹林區,佳園路1段,H17E12T2,106-05-12 19:57,106-05-12 20:05,玩火-打火機,0,0
臺南市,麻豆區,真理大學附近,G17E12U1,106-05-12 20:11,106-05-12 20:34,遺留火種-不詳,0,0
桃園市,蘆竹區,南崁路二段,I17E12U5,106-05-12 20:18,106-05-12 20:28,電氣因素(不含車輛)-短路,0,0
雲林縣,麥寮鄉,江厝往河堤,O17E12U1,106-05-12 20:30,106-05-12 20:40,菸蒂,0,0
嘉義縣,布袋鎮,景山國小附近,P17E12U1,106-05-12 20:34,,遺留火種,0,0
臺北市,萬華區,漢口街2段,A17E12V1,106-05-12 21:25,106-05-12 21:29,其他-車輛機械因素,0,0
高雄市,楠梓區,加昌路,B17E12V1,106-05-12 21:36,106-05-12 21:42,其他-燃氣熱水器乾燒,0,0
嘉義縣,東石鄉,鰲鼓村鰲鼓溼地北堤,P17E12V1,106-05-12 21:38,,其他,0,0
嘉義縣,水上鄉,牛稠埔,P17E12V2,106-05-12 21:57,,遺留火種-其他-廢棄物雜草 ,0,0
花蓮縣,花蓮市,豐村89-9號後面空地,U17E12W1,106-05-12 22:02,106-05-12 22:09,遺留火種-其他-微火(餘燼),0,0
新竹縣,關西鎮,正義路,J17E12W1,106-05-12 22:21,106-05-12 22:24,電氣因素(不含車輛),0,0
臺南市,永康區,中山北路264巷191弄42號附近,G17E12W1,106-05-12 22:26,106-05-12 22:34,遺留火種-不詳,0,0
臺南市,七股區,國姓橋下,G17E12W2,106-05-12 22:32,106-05-12 22:44,遺留火種-不詳,0,0
臺北市,內湖區,內湖路2段,A17E12W1,106-05-12 22:47,106-05-12 22:53,電氣因素(不含車輛)-其他,0,0
臺中市,沙鹿區,長春路,E17E12W1,106-05-12 22:47,106-05-12 22:52,其他-因燃燒雜草、垃圾,0,0
嘉義縣,東石鄉,鰲鼓村鰲鼓溼地北堤,P17E12W2,106-05-12 22:51,,其他,0,0
嘉義縣,布袋鎮,新塭,P17E12X1,106-05-12 23:08,,遺留火種,0,0
臺南市,安定區,新吉里19-7號附近,G17E12X1,106-05-12 23:27,106-05-12 23:37,遺留火種-不詳,0,0
彰化縣,大村鄉,大崙路,M17E12X1,106-05-12 23:32,106-05-12 23:39,其他-因燃燒雜草、垃圾,0,0
臺北市,內湖區,民善街,A17E12X1,106-05-12 23:44,106-05-12 23:49,電氣因素(不含車輛)-短路,0,0
嘉義縣,布袋鎮,後棟倉庫前,P17E13A1,106-05-13 00:02,106-05-13 00:13,自殺-引火自焚,0,1
高雄市,湖內區,中正路二段290巷70-2號,B17E13A1,106-05-13 00:46,,電氣因素(不含車輛)-短路,0,0
新北市,林口區,文化三路一段,H17E13B1,106-05-13 01:03,106-05-13 00:00,電氣因素(不含車輛)-短路,0,0
雲林縣,斗南鎮,文昌路,O17E13B1,106-05-13 01:20,106-05-13 01:27,電氣因素(不含車輛)-短路,0,0
臺南市,北區,成功路,G17E13B1,106-05-13 01:25,106-05-13 01:33,縱火-人為縱火,0,0
新北市,新莊區,建福路,H17E13C1,106-05-13 02:29,106-05-13 02:35,爐火烹調-油鍋起火,0,0
桃園市,八德區,永福西街,I17E13C5,106-05-13 02:57,106-05-13 03:04,電氣因素(不含車輛)-短路,0,0
新北市,新莊區,後港一路,H17E13D1,106-05-13 03:36,106-05-13 00:00,爐火烹調-油鍋起火,0,0
臺中市,大肚區,大肚火車站廁所旁,E17E13D1,106-05-13 03:55,106-05-13 04:00,其他-因燃燒雜草、垃圾,0,0
臺中市,潭子區,潭興路一段,E17E13E1,106-05-13 04:03,106-05-13 04:24,其他-燃燒廢棄物,0,0
高雄市,左營區,自由二路,B17E13E1,106-05-13 04:58,106-05-13 05:09,遺留火種-不詳,0,0
桃園市,大園區,中山北路,I17E13F1,106-05-13 05:46,106-05-13 05:54,遺留火種-蚊香,0,0
嘉義縣,民雄鄉,建國路1段,P17E13G1,106-05-13 06:08,106-05-13 06:18,機械設備-機械故障,0,0
臺北市,北投區,榮華二路,A17E13G1,106-05-13 06:12,106-05-13 06:17,爐火烹調,0,0
臺北市,士林區,至善路3段,A17E13G2,106-05-13 06:15,106-05-13 06:24,電氣因素(不含車輛)-其他,0,0
雲林縣,二崙鄉,港後路,O17E13H1,106-05-13 07:04,106-05-13 07:14,其他-因燃燒雜草、垃圾,0,0
彰化縣,和美鎮,嘉卿路,M17E13H1,106-05-13 07:38,106-05-13 07:55,其他-因燃燒雜草、垃圾,0,0
臺中市,沙鹿區,鎮南路一段,E17E13H2,106-05-13 07:49,106-05-13 07:54,其他-因燃燒雜草、垃圾,0,0
臺中市,大肚區,沙田路一段,E17E13I1,106-05-13 08:19,106-05-13 08:24,其他-因燃燒雜草、垃圾,0,0
新北市,新店區,寶元路二段,H17E13I1,106-05-13 08:56,106-05-13 09:03,爐火烹調-油鍋起火,0,0
嘉義縣,水上鄉,,P17E13J2,106-05-13 09:04,106-05-13 09:13,爐火烹調-乾燒,0,0
桃園市,八德區,榮興路,I17E13J5,106-05-13 09:23,106-05-13 09:34,電氣因素(不含車輛)-短路,0,0
彰化縣,秀水鄉,,M17E13J1,106-05-13 09:37,106-05-13 09:44,其他-因燃燒雜草、垃圾,0,0
臺北市,北投區,復興三路,A17E13K1,106-05-13 10:02,106-05-13 10:17,電氣因素(不含車輛)-其他,0,0
臺北市,松山區,新東街,A17E13K2,106-05-13 10:06,106-05-13 10:11,爐火烹調,0,0
臺中市,西屯區,國道一號,E17E13K1,106-05-13 10:21,106-05-13 10:35,其他-因燃燒雜草、垃圾,0,0
臺北市,大安區,仁愛路4段,A17E13K3,106-05-13 10:22,106-05-13 10:26,電氣因素(不含車輛)-其他,0,0
臺南市,仁德區,新田路2巷1弄底,G17E13K1,106-05-13 10:23,106-05-13 10:37,遺留火種-不詳,0,0
雲林縣,土庫鎮,民權路,O17E13K1,106-05-13 10:39,106-05-13 10:56,遺留火種-其他-微火(餘燼),0,0
雲林縣,四湖鄉,關聖路,O17E13K2,106-05-13 10:42,106-05-13 10:50,遺留火種-其他-微火(餘燼),0,0
