縣市,鄉_鎮_市_區,街_路段,火災案件編號,報案時間,到達時間,起火原因,死亡人數,受傷人數
新北市,林口區,頂福,H17C13W1,106-03-13 22:08,106-03-13 22:15,其他,0,0
彰化縣,福興鄉,沿海路三段,M17C13W1,106-03-13 22:32,106-03-13 22:41,電氣因素(不含車輛)-短路,0,0
彰化縣,秀水鄉,花秀路,M17C13X1,106-03-13 23:59,106-03-14 00:10,菸蒂,0,0
雲林縣,西螺鎮,吳厝往莿桐,O17C14A1,106-03-14 00:18,106-03-14 00:43,遺留火種-其他-微火(餘燼),0,0
新北市,樹林區,俊英街,H17C14B1,106-03-14 01:20,106-03-14 01:27,爐火烹調-乾燒,0,0
苗栗縣,通霄鎮,,K17C14B1 ,106-03-14 01:43,106-03-14 01:52,敬神、祭祖,0,0
雲林縣,西螺鎮,鹿場里,O17C14C1,106-03-14 02:55,106-03-14 03:15,遺留火種-其他-微火(餘燼),0,0
臺南市,歸仁區,中山九街,G17C14D1,106-03-14 03:11,106-03-14 03:20,遺留火種-不詳,0,0
臺北市,萬華區,雙園街,A17C14D1,106-03-14 03:20,106-03-14 03:23,爐火烹調,0,0
桃園市,新屋區,清華里,I17C14D2,106-03-14 03:47,106-03-14 04:11,其他-因燃燒雜草、垃圾,0,0
臺北市,中正區, 泉州街,A17C14D2,106-03-14 03:58,106-03-14 04:03,電氣因素(不含車輛)-其他,0,0
臺中市,豐原區,豐南街,E17C14F1,106-03-14 05:53,106-03-14 06:00,其他-引擎室排氣歧管高溫引燃,0,0
嘉義縣,新港鄉,下菜園,P17C14H1,106-03-14 07:04,106-03-14 07:21,遺留火種-其他-燒雜草,0,0
臺北市,松山區,復興北路,A17C14I1,106-03-14 08:25,106-03-14 08:30,爐火烹調,0,0
雲林縣,口湖鄉,下寮往下崙,O17C14I1,106-03-14 08:38,106-03-14 08:48,遺留火種-其他-微火(餘燼),0,0
臺南市,永康區,焚化爐附近(永騎汽修廠對面) ,G17C14I1,106-03-14 08:54,106-03-14 09:08,遺留火種-不詳,0,0
臺南市,永康區,王行路轉王行東路約200公尺,G17C14J1,106-03-14 09:02,106-03-14 09:15,遺留火種-不詳,0,0
臺北市,中山區,吉林路,A17C14J1,106-03-14 09:10,106-03-14 09:12,爐火烹調,0,0
雲林縣,斗南鎮,將軍里,O17C14J1,106-03-14 09:37,106-03-14 09:46,電氣因素(不含車輛)-短路,0,0
桃園市,大園區,中華路,I17C14J1,106-03-14 09:50,106-03-14 09:56,其他-車輛機械因素-其他-瘋車,0,0
臺南市,永康區,鹽和街,G17C14J2,106-03-14 09:58,106-03-14 10:05,電氣因素(不含車輛)-不詳,0,0
桃園市,平鎮區,庫房南路,I17C14K1,106-03-14 10:11,106-03-14 10:18,電氣因素(不含車輛)-短路,0,0
彰化縣,秀水鄉,,M17C14K1,106-03-14 10:12,106-03-14 10:20,其他-因燃燒雜草、垃圾,0,0
臺東縣,東河鄉,那界,V17C14K1,106-03-14 10:41,106-03-14 11:02,其他-燃燒漂流木,0,0
基隆市,中正區,祥豐街,C17C14K1,106-03-14 10:42,106-03-14 11:02,電氣因素(不含車輛)-短路,0,0
新竹市,東區,南大路,D17C14L1,106-03-14 11:31,106-03-14 11:36,施工不慎,0,0
嘉義縣,東石鄉,嘉義縣東石鄉港口宮後方,P17C14L1,106-03-14 11:59,,敬神、祭祖,0,0
雲林縣,斗六市,中山路,O17C14M1,106-03-14 12:32,106-03-14 12:39,爐火烹調-乾燒,0,0
臺北市,中山區,建國北路3段,A17C14M2,106-03-14 12:36,106-03-14 12:40,爐火烹調,0,0
高雄市,林園區,西汕路,B17C14M3,106-03-14 12:41,106-03-14 12:50,其他-因燃燒雜草、垃圾,0,0
臺南市,佳里區,176線往麻豆方向(國賓加油站附近),G17C14M1,106-03-14 12:49,106-03-14 13:01,遺留火種-不詳,0,0
基隆市,中山區,通仁街,C17C14M1,106-03-14 12:49,106-03-14 12:56,其他-燒垃圾,0,0
高雄市,旗山區,旁,B17C14M1,106-03-14 12:51,106-03-14 12:56,其他-因燃燒雜草、垃圾,0,0
臺南市,白河區,內角公墓,G17C14N1,106-03-14 13:01,106-03-14 13:17,遺留火種-不詳,0,0
彰化縣,員林市,中山南路,M17C14O1,106-03-14 14:46,106-03-14 14:53,爐火烹調-乾燒,0,0
嘉義縣,朴子市,文明路和北通路的交叉路口,P17C14P1,106-03-14 15:23,,其他,0,0
高雄市,旗山區,廣和路,B17C14P2,106-03-14 15:40,106-03-14 15:45,電氣因素(不含車輛)-短路,0,0
高雄市,旗山區,廣和路,B17C14P1,106-03-14 15:40,106-03-14 15:51,電氣因素(不含車輛)-短路,0,0
雲林縣,土庫鎮,78線,O17C14Q1,106-03-14 16:28,106-03-14 16:35,遺留火種-其他-微火(餘燼),0,0
嘉義縣,朴子市,,P17C14Q1,106-03-14 16:48,106-03-14 16:56,其他,0,0
嘉義縣,民雄鄉,台林橋防汛道路,P17C14R2,106-03-14 17:13,106-03-14 17:34,敬神、祭祖,0,0
臺北市,松山區,富錦街,A17C14R2,106-03-14 17:15,106-03-14 17:19,爐火烹調,0,0
新北市,新店區,竹林路,H17C14R1,106-03-14 17:21,106-03-14 17:29,菸蒂,0,0
嘉義縣,布袋鎮,163線與台61線涵洞處,P17C14R1,106-03-14 17:35,,遺留火種-蚊香,0,0
屏東縣,潮州鎮,忠孝路,S17C14R1,106-03-14 17:35,106-03-14 17:45,燃放爆竹,0,0
臺中市,西區,華美街,E17C14R1,106-03-14 17:39,106-03-14 17:45,爐火烹調-乾燒,0,0
彰化縣,員林市,浮圳路一段,M17C14R1,106-03-14 17:45,106-03-14 18:05,其他-因燃燒雜草、垃圾,0,0
臺中市,龍井區,沙田路四段,E17C14R2,106-03-14 17:46,106-03-14 17:52,其他-因燃燒雜草、垃圾,0,0
嘉義縣,朴子市,北通路,P17C14R3,106-03-14 17:51,,其他,0,0
臺北市,內湖區,堤頂大道2段,A17C14S2,106-03-14 18:21,106-03-14 18:26,其他-車輛電氣因素,0,0
臺南市,將軍區,康那香公司三吉廠附近,G17C14S1,106-03-14 18:40,106-03-14 18:55,遺留火種-不詳,0,0
花蓮縣,壽豐鄉,中山路三段,U17C14S1,106-03-14 18:58,106-03-14 00:06,其他-車輛電氣因素-配線-電氣絕緣破損造成短路,0,0
新北市,淡水區,新市一路一段,H17C14T1,106-03-14 19:43,106-03-14 19:52,其他,0,0
臺東縣,臺東市,南島大道和館前路的交叉路口,V17C14T1,106-03-14 19:47,106-03-14 20:00,其他-車輛機械因素-燃料洩漏,0,1
新竹縣,尖石鄉,,J17C14T1,106-03-14 19:55,106-03-14 20:02,燈燭-蠟燭,0,0
臺東縣,臺東市,太平溪口附近,V17C14U1,106-03-14 20:13,106-03-14 20:28,烤火,0,0
臺南市,將軍區,西甲尾路口往南,G17C14U1,106-03-14 20:14,106-03-14 20:24,遺留火種-不詳,0,0
高雄市,前鎮區,康定路,B17C14U1,106-03-14 20:17,106-03-14 20:21,其他-因燃燒雜草、垃圾,0,0
嘉義縣,民雄鄉,十四甲(台林橋防汛道路),P17C14V2,106-03-14 21:13,,敬神、祭祖,0,0
新北市,中和區,景平路,H17C14V1,106-03-14 21:19,106-03-14 21:27,電氣因素(不含車輛)-短路,0,0
臺中市,大肚區,沙田路二段,E17C14V1,106-03-14 21:25,106-03-14 21:30,其他-因燃燒雜草、垃圾,0,0
嘉義縣,水上鄉,大崙國小附近公墓,P17C14W1,106-03-14 22:00,,敬神、祭祖,0,0
新竹縣,竹北市,博愛街,J17C14W1,106-03-14 22:25,106-03-14 22:35,電氣因素(不含車輛)-短路,0,0
臺南市,山上區,大庄往冰點冷氣路旁,G17C14W1,106-03-14 22:32,106-03-14 22:47,遺留火種-不詳,0,0
雲林縣,口湖鄉,台子村,O17C14W1,106-03-14 22:54,106-03-14 23:03,遺留火種-其他-微火(餘燼),0,0
臺南市,西港區,曾文溪西港大橋南端附近,G17C14X1,106-03-14 23:01,106-03-14 23:10,遺留火種-不詳,0,0
高雄市,楠梓區,楠梓新路,B17C14X1,106-03-14 23:03,106-03-14 23:10,電氣因素(不含車輛)-短路,0,0
臺北市,大安區,和平東路2段,A17C15A2,106-03-15 00:09,106-03-15 00:12,菸蒂,0,0
彰化縣,永靖鄉,,M17C15B1,106-03-15 01:18,106-03-15 01:28,其他-因燃燒雜草、垃圾,0,0
彰化縣,鹿港鎮,鹿草路三段,M17C15C1,106-03-15 02:41,106-03-15 02:52,其他-因燃燒雜草、垃圾,0,0
高雄市,大寮區,萬客隆後方空地燒雜物,B17C15C1,106-03-15 02:50,106-03-15 03:00,其他-因燃燒雜草、垃圾,0,0
臺中市,大里區,大衛路,E17C15E1,106-03-15 04:58,106-03-15 05:04,電氣因素(不含車輛)-短路,0,0
桃園市,中壢區,五興路,I17C15H1,106-03-15 07:42,106-03-15 07:52,其他-人為因素,0,1
彰化縣,福興鄉,,M17C15I1,106-03-15 08:23,106-03-15 08:34,其他-因燃燒雜草、垃圾,0,0
彰化縣,埔心鄉,羅厝路一段,M17C15J1,106-03-15 09:49,"106-03-15
09:55",爐火烹調-乾燒,0,0
臺中市,沙鹿區,中山路,E17C15L1,106-03-15 11:25,106-03-15 11:30,其他-因燃燒雜草、垃圾,0,0
臺南市,善化區,東勢寮,G17C15L1,106-03-15 11:38,106-03-15 11:55,遺留火種-不詳,0,0
新竹縣,尖石鄉,,J17C15M1,106-03-15 12:13,106-03-15 12:30,菸蒂,0,0
臺北市,松山區,民生東路5段,A17C15M1,106-03-15 12:15,106-03-15 12:20,菸蒂,0,0
高雄市,大寮區,仁忠路,B17C15M1,106-03-15 12:16,106-05-15 12:21,其他-因燃燒雜草、垃圾,0,0
臺北市,士林區,中山北路7段,A17C15M2,106-03-15 12:40,106-03-15 12:43,爐火烹調,0,0
臺中市,新社區,中興嶺,E17C15M1,106-03-15 12:50,106-03-15 13:00,電氣因素(不含車輛)-短路,0,0
臺北市,大同區,重慶北路3段,A17C15N1,106-03-15 13:02,106-03-15 13:06,爐火烹調,0,0
臺中市,南屯區,惠文路,E17C15N1,106-03-15 13:05,106-03-15 13:13,菸蒂,0,0
新北市,板橋區,光復街,H17C15N1,106-03-15 13:18,106-03-15 13:25,電氣因素(不含車輛)-短路,0,0
高雄市,燕巢區,衡山路,B17C15N1,106-03-15 13:40,106-03-15 13:52,其他-因燃燒雜草、垃圾,0,0
雲林縣,水林鄉,水林往順興,O17C15N1,106-03-15 13:42,106-03-15 13:52,其他-因燃燒雜草、垃圾,0,0
臺南市,後壁區,日光石頭博物館旁,G17C15O1,106-03-15 14:15,106-03-15 14:30,遺留火種-不詳,0,0
雲林縣,四湖鄉,箔東村箔子寮,O17C15O1,106-03-15 14:28,106-03-15 14:46,敬神、祭祖,0,0
新北市,板橋區,雙十路三段,H17C15O1,106-03-15 14:36,106-03-15 14:41,爐火烹調-油鍋起火,0,0
彰化縣,芬園鄉,,M17C15O8,106-03-15 14:46,106-03-15 14:53,其他-因燃燒雜草、垃圾,0,0
臺東縣,大武鄉,大武公墓,V17C15O1,106-03-15 14:49,106-03-15 14:58,敬神、祭祖,0,0
彰化縣,花壇鄉,彰員路二段,M17C15O9,106-03-15 14:51,106-03-15 14:57,其他-因燃燒雜草、垃圾,0,0
嘉義市,西區,永安街,F17C15O1,106-03-15 14:54,106-03-15 15:00,縱火-人為縱火,0,1
嘉義縣,東石鄉,嘉義縣東石鄉港墘公墓,P17C15O1,106-03-15 14:55,,敬神、祭祖,0,0
臺南市,北區,育德二路,G17C15O2,106-03-15 14:57,106-03-15 15:05,遺留火種-不詳,0,0
彰化縣,秀水鄉,,M17C15O1,106-03-15 14:58,106-03-15 15:07,其他-因燃燒雜草、垃圾,0,0
高雄市,林園區,雙園大橋下河堤空地燒雜草,B17C15P1,106-03-15 15:02,106-03-15 15:12,菸蒂,0,0
臺北市,大安區,敦化南路2段,A17C15P1,106-03-15 15:11,106-03-15 15:14,爐火烹調,0,0
彰化縣,彰化市,彰南路2段,M17C15P8,106-03-15 15:19,106-03-15 15:41,其他-因燃燒雜草、垃圾,0,0
金門縣,金湖鎮,料羅村落,X17C15P1,106-03-15 15:41,106-03-15 15:48,其他-因燃燒雜草、垃圾,0,0
臺南市,新化區,五甲勢,G17C15P1,106-03-15 15:44,106-03-15 15:55,遺留火種-不詳,0,0
彰化縣,秀水鄉,彰水路二段,M17C15P1,106-03-15 15:52,106-03-15 15:58,其他-因燃燒雜草、垃圾,0,0
臺中市,南屯區,黎明路一段,E17C15P1,106-03-15 15:58,106-03-15 16:07,其他-因燃燒雜草、垃圾,0,0
彰化縣,大村鄉,,M17C15P2,106-03-15 15:59,106-03-15 16:11,其他-因燃燒雜草、垃圾,0,0
臺中市,外埔區,三崁段,E17C15Q1,106-03-15 16:12,106-03-15 16:23,敬神、祭祖,0,0
嘉義縣,水上鄉,中油加油站附近,P17C15Q1,106-03-15 16:30,,遺留火種,0,0
臺中市,清水區,鰲海路,E17C15Q2,106-03-15 16:33,106-03-15 16:38,其他-因燃燒雜草、垃圾,0,0
雲林縣,四湖鄉,台子村,O17C15Q1,106-03-15 16:37,106-03-15 16:47,菸蒂,0,0
彰化縣,芳苑鄉,上林路路上段,M17C15Q1,106-03-15 16:44,106-03-15 16:56,其他-因燃燒雜草、垃圾,0,0
臺中市,西屯區,西屯路,E17C15R1,106-03-15 17:10,106-03-15 17:20,其他-因燃燒雜草、垃圾,0,0
臺南市,安南區,工業五路,G17C15R1,106-03-15 17:30,106-03-15 17:49,遺留火種-不詳,0,0
彰化縣,溪湖鎮,彰水路一段,M17C15R1,106-03-15 17:33,106-03-15 17:45,其他-因燃燒雜草、垃圾,0,0
雲林縣,北港鎮,民樂路,O17C15R1,106-03-15 17:39,106-03-15 17:50,敬神、祭祖,0,0
苗栗縣,南庄鄉,,K17C15R1,106-03-15 17:52,106-03-15 18:06,電氣因素(不含車輛)-其他-電桿起火,0,0
高雄市,杉林區,杉林國小往金瓜寮方向,B17C15S1,106-03-15 18:23,106-03-15 18:30,其他-因燃燒雜草、垃圾,0,0
臺南市,安南區,公學路五段,G17C15S1,106-03-15 18:30,106-03-15 18:43,遺留火種-不詳,0,0
嘉義縣,水上鄉,柳子 林,P17C15S2,106-03-15 18:35,,敬神、祭祖,0,0
桃園市,大園區,中山南路ㄧ段,I17C15S1,106-03-15 18:41,106-03-15 18:50,其他-因燃燒雜草、垃圾,0,0
臺北市,內湖區,文德路,A17C15S1,106-03-15 18:47,106-03-15 18:52,爐火烹調,0,0
嘉義縣,東石鄉,嘉義縣東石鄉嘉170線往樹林頭方向,P17C15T1,106-03-15 19:00,,其他-燃燒廢棄雜物,0,0
臺中市,沙鹿區,紅竹巷,E17C15T1,106-03-15 19:04,106-03-15 19:09,其他-因燃燒雜草、垃圾,0,0
高雄市,三民區,建德路,B17C15T1,106-03-15 19:14,106-03-15 19:20,爐火烹調-乾燒,0,0
臺中市,大肚區,第六公墓,E17C15T2,106-03-15 19:29,106-03-15 19:35,其他-因燃燒雜草、垃圾,0,0
臺北市,文山區,木新路2段,A17C15U1,106-03-15 20:07,106-03-15 20:14,菸蒂,0,0
嘉義縣,太保市,北興,P17C15U1,106-03-15 20:14,,遺留火種-其他,0,0
新北市,林口區,頂福,H17C15U1,106-03-15 20:28,106-03-15 20:33,其他,0,0
臺中市,西屯區,寶慶街,E17C15V1,106-03-15 21:03,106-03-15 00:09,爐火烹調-乾燒,0,0
臺東縣,大武鄉,大武公墓,V17C15V1,106-03-15 21:07,106-03-15 21:15,敬神、祭祖,0,0
彰化縣,福興鄉,麥厝街,M17C15V1,106-03-15 21:32,106-03-15 21:46,其他-因燃燒雜草、垃圾,0,0
臺中市,梧棲區,興農路,E17C15V2,106-03-15 21:39,106-03-15 21:45,其他-因燃燒雜草、垃圾,0,0
雲林縣,土庫鎮,新庄里,O17C15X1,106-03-15 23:55,106-03-16 00:10,菸蒂,0,0
新北市,板橋區,四維路,H17C16A2,106-03-16 00:24,106-03-16 00:32,電氣因素(不含車輛)-短路,0,0
高雄市,大寮區,義和路192號前電線桿冒煙,B17C16B14,106-03-16 01:08,106-03-16 01:16,電氣因素(不含車輛)-短路,0,0
桃園市,桃園區,龍泉二街,I17C16B3,106-03-16 01:13,106-03-16 01:26,爐火烹調-乾燒,0,0
新北市,五股區,民義路一段,H17C16C2,106-03-16 02:13,106-03-16 02:20,其他-沾附精油之毛巾遇熱冒煙,0,0
新竹縣,湖口鄉,中正路二段,J17C16E1,106-03-16 04:00,106-03-16 04:14,電氣因素(不含車輛)-其他-電線桿變電箱爆炸,0,0
臺中市,龍井區,海尾路,E17C16F1,106-03-16 05:12,106-03-16 05:17,電氣因素(不含車輛)-短路,0,0
臺南市,大內區,燒灰仔山坡地,G17C16F1,106-03-16 05:45,106-03-16 06:20,遺留火種-不詳,0,0
新北市,板橋區,懷德街,H17C16H1,106-03-16 07:26,106-03-16 07:32,爐火烹調-油鍋起火,0,0
臺南市,北區,北安橋附近,G17C16H1,106-03-16 07:54,106-03-16 08:16,遺留火種-不詳,0,0
臺南市,後壁區,附近,G17C16H2,106-03-16 07:57,106-03-16 08:10,遺留火種-不詳,0,0
桃園市,中壢區,百韜二街,I17C16I1,106-03-16 08:16,106-03-16 08:25,電氣因素(不含車輛)-其他,0,0
臺中市,外埔區,長生路,E17C16I1,106-03-16 08:38,106-03-16 08:45,其他-燃燒廢棄物,0,0
新北市,永和區,福和路,H17C16J1,106-03-16 09:13,106-03-16 09:18,其他,0,0
基隆市,暖暖區,源遠路,C17C16J1,106-03-16 09:16,106-03-16 09:21,爐火烹調-乾燒,0,0
臺南市,南化區,往西埔國小,G17C16J1,106-03-16 09:31,106-03-16 09:40,遺留火種-不詳,0,0
新北市,板橋區,篤行路二段,H17C16K3,106-03-16 10:06,106-03-16 10:12,遺留火種-其他-菸蒂,0,0
臺南市,永康區,中華路,G17C16K1,106-03-16 10:31,106-03-16 10:39,機械設備-不詳,0,0
高雄市,苓雅區,三多二路,B17C16K1,106-03-16 10:46,106-03-16 10:56,遺留火種-不詳,0,0
臺南市,歸仁區,忠孝北路,G17C16L1,106-03-16 11:17,106-03-16 11:31,遺留火種-不詳,0,0
高雄市,路竹區,復興路,B17C16L1,106-03-16 11:40,106-03-16 11:51,其他-因燃燒雜草、垃圾,0,0
臺南市,南區,新都路,G17C16L2,106-03-16 11:41,106-03-16 11:50,遺留火種-不詳,0,0
臺北市,萬華區,長泰街,A17C16L1,106-03-16 11:42,106-03-16 11:46,爐火烹調,0,0
桃園市,平鎮區,環南路,I17C16M1,106-03-16 12:29,106-03-16 12:36,爐火烹調-油鍋起火,0,0
臺南市,下營區,連表,G17C16M1,106-03-16 12:59,106-03-16 13:08,遺留火種-不詳,0,0
高雄市,三民區,昌富路,B17C16N1,106-03-16 13:22,106-03-16 13:30,爐火烹調-油鍋起火,0,0
嘉義縣,六腳鄉,公墓旁,P17C16N2,106-03-16 13:24,,其他,0,0
臺南市,安南區,安興街,G17C16N1,106-03-16 13:36,106-03-16 13:47,遺留火種-不詳,0,0
嘉義縣,布袋鎮,嘉172線永安橋附近,P17C16N1,106-03-16 13:56,,遺留火種-蚊香,0,0
彰化縣,福興鄉,,M17C16O1,106-03-16 14:01,106-03-16 14:15,其他-車輛機械因素-其他,0,0
高雄市,前鎮區,中華五路,B17C16O1,106-03-16 14:25,106-03-16 14:31,爐火烹調-油鍋起火,0,0
臺中市,沙鹿區,賢仁街,E17C16P2,106-03-16 15:44,106-03-16 15:49,爐火烹調-乾燒,0,0
臺南市,左鎮區,澄山,G17C16P1,106-03-16 15:45,106-03-16 16:58,菸蒂,0,0
臺南市,新化區,第六公墓,G17C16P2,106-03-16 15:59,106-03-16 16:21,遺留火種-不詳,0,0
雲林縣,斗南鎮,復興路,O17C16Q1,106-03-16 16:04,106-03-16 16:15,敬神、祭祖,0,0
高雄市,仁武區,高楠十街,B17C16Q1,106-03-16 16:16,106-03-16 16:26,其他-因燃燒雜草、垃圾,0,0
花蓮縣,富里鄉,和平街,U17C16Q1,106-03-16 16:20,106-03-16 16:27,其他-因燃燒雜草、垃圾,0,0
臺南市,西港區,新港,G17C16Q1,106-03-16 16:24,106-03-16 16:34,遺留火種-不詳,0,0
新北市,五股區,民義路一段,H17C16Q1,106-03-16 16:42,106-03-16 00:00,電氣因素(不含車輛)-短路,0,0
臺南市,玉井區,望明公墓,G17C16R1,106-03-16 17:11,106-03-16 17:19,敬神、祭祖,0,0
高雄市,小港區,沿海二路,B17C16R1,106-03-16 17:36,106-03-16 17:46,其他-熔爐高溫接觸可燃物(廢料),0,0
嘉義縣,布袋鎮,景山國小後方,P17C16R1,106-03-16 17:36,,遺留火種-蚊香,0,0
彰化縣,鹿港鎮,濱海路,M17C16R1,106-03-16 17:43,106-03-16 18:03,其他-因燃燒雜草、垃圾,0,0
彰化縣,鹿港鎮,,M17C16R2,106-03-16 17:55,106-03-16 18:13,遺留火種-其他,0,0
臺南市,南區,新都路,G17C16S1,106-03-16 18:04,106-03-16 18:10,遺留火種-不詳,0,0
嘉義縣,六腳鄉,,P17C16S2,106-03-16 18:17,,其他,0,0
臺南市,玉井區,望明公墓,G17C16T1,106-03-16 19:14,106-03-16 19:27,遺留火種-不詳,0,0
雲林縣,元長鄉,鹿北村,O17C16T1,106-03-16 19:29,106-03-16 20:15,遺留火種-其他-微火(餘燼),0,0
臺南市,安定區,西港大橋下,G17C16T2,106-03-16 19:37,106-03-16 19:55,遺留火種-不詳,0,0
新竹縣,竹東鎮,明星路,J17C16U1,106-03-16 20:04,106-03-16 20:10,電氣因素(不含車輛)-接觸不良,0,0
臺南市,西港區,檨仔林,G17C16U1,106-03-16 20:07,106-03-16 20:19,遺留火種-不詳,0,0
高雄市,路竹區,建國路,B17C16U2,106-03-16 20:14,106-03-16 20:20,爐火烹調-乾燒,0,0
臺北市,中山區,中山北路2段,A17C16U1,106-03-16 20:33,106-03-16 20:36,電氣因素(不含車輛)-短路,0,0
高雄市,鳥松區,澄明街,B17C16U1,106-03-16 20:41,106-03-16 20:50,爐火烹調-油鍋起火,0,0
臺北市,北投區,民族街,A17C16U2,106-03-16 20:58,106-03-16 21:03,電氣因素(不含車輛)-其他,0,0
高雄市,岡山區,大仁北路,B17C16V1,106-03-16 21:00,106-03-16 21:10,遺留火種-不詳,0,0
臺中市,太平區,中山路三段,E17C16V1,106-03-16 21:05,106-03-16 21:11,菸蒂,0,0
嘉義縣,太保市,頂港子墘,P17C16V3,106-03-16 21:34,,遺留火種-其他,0,0
臺南市,永康區,新民街,G17C17A1,106-03-17 00:22,106-03-17 00:31,遺留火種-不詳,0,0
新竹縣,竹東鎮,中豐路一段,J17C17A1,106-03-17 00:26,106-03-17 00:38,其他-車輛電氣因素-電氣系統-電瓶,0,0
新北市,永和區,仁愛路,H17C17A1,106-03-17 00:30,106-03-17 00:35,其他,0,0
臺北市,大同區,重慶北路3段,A17C17A1,106-03-17 00:31,106-03-17 00:35,電氣因素(不含車輛)-其他,0,0
臺中市,太平區,中山路三段,E17C17C1,106-03-17 02:39,106-03-17 02:49,其他-復燃,0,0
高雄市,內門區,東豐大橋下,B17C17C1,106-03-17 02:52,106-03-17 02:58,其他-因燃燒雜草、垃圾,0,0
高雄市,林園區,東聯化工河堤旁電線桿起火,B17C17E1,106-03-17 04:19,106-03-17 04:27,電氣因素(不含車輛)-短路,0,0
高雄市,林園區,林內路,B17C17F1,106-03-17 05:14,106-03-17 05:20,電氣因素(不含車輛)-短路,0,0
雲林縣,臺西鄉,菜尾公墓往南,O17C17J1,106-03-17 09:07,106-03-17 09:15,其他-因燃燒雜草、垃圾,0,0
雲林縣,口湖鄉,口湖公墓,O17C17J2,106-03-17 09:40,106-03-17 09:43,敬神、祭祖,0,0
高雄市,美濃區,高美大橋河堤旁,B17C17J2,106-03-17 09:53,106-03-17 09:57,其他-因燃燒雜草、垃圾,0,0
高雄市,旗山區,旗南二路,B17C17J3,106-03-17 09:56,106-03-17 10:01,其他-因燃燒雜草、垃圾,0,0
彰化縣,花壇鄉,中山路一段,M17C17J1,106-03-17 09:56,106-03-17 00:00,菸蒂,1,1
屏東縣,佳冬鄉,進學街,S17C17K1,106-03-17 10:19,106-03-17 10:29,其他,0,0
屏東縣,恆春鎮,,S17C17K2,106-03-17 10:31,106-03-17 10:41,菸蒂,0,0
新竹縣,關西鎮,石岡子,J17C17K1,106-03-17 10:37,106-03-17 10:48,電氣因素(不含車輛)-使用不當,0,1
高雄市,旗山區,圓富國中後方,B17C17K1,106-03-17 10:43,106-03-17 10:47,其他-因燃燒雜草、垃圾,0,0
新北市,林口區,文化一路一段 ,H17C17L1,106-03-17 11:33,106-03-17 11:38,其他,0,0
高雄市,岡山區,石潭路,B17C17L2,106-03-17 11:40,106-03-17 11:51,其他-因燃燒雜草、垃圾,0,0
