,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
111771,108年05月01日 20時00分00秒,基隆市七堵區明德一路 / 基隆市七堵區自治街,死亡0;受傷2,普通重型-機車;普通重型-機車,121.71270700000001,25.097016
111837,108年05月01日 22時20分00秒,基隆市仁愛區忠一路 / 基隆市仁愛區港西街,死亡0;受傷1,普通重型-機車;自用-小客車,121.73982600000001,25.131797
111844,108年05月01日 22時33分00秒,基隆市安樂區樂利三街21號前0.0公尺,死亡0;受傷2,營業用-全聯結車;計程車-小客車;乘客-人;乘客-人,121.717056,25.12881
111892,108年05月02日 05時02分00秒,基隆市中正區祥豐街 / 基隆市中正區祥豐街,死亡0;受傷1,電動自行車-慢車;自用-小客車,121.764071,25.142289
112021,108年05月02日 08時00分00秒,基隆市信義區正信路 / 基隆市信義區正信路,死亡0;受傷1,普通重型-機車;普通重型-機車,121.76171699999999,25.130481
112022,108年05月02日 08時00分00秒,基隆市七堵區明德一路357號陽明海運前,死亡0;受傷1,自用-小客車;普通重型-機車,121.710931,25.094459
112395,108年05月02日 15時38分00秒,基隆市安樂區湖海路二段71號前0.0公尺,死亡0;受傷3,自用-小客車;自用-小客車;乘客-人,121.71181499999999,25.163783
112411,108年05月02日 16時00分00秒,基隆市七堵區開元路48號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.716563,25.097738
112445,108年05月02日 16時40分00秒,基隆市信義區東信路52號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.767824,25.127917999999998
112503,108年05月02日 17時30分00秒,基隆市仁愛區南榮路191巷前0.0公尺,死亡0;受傷1,自用-小客車;行人-人,121.743976,25.123455
112629,108年05月02日 19時20分00秒,基隆市安樂區安樂路二段98號前0.0公尺,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.725375,25.122844
112649,108年05月02日 19時39分00秒,基隆市安樂區安樂路一段153號,死亡0;受傷1,計程車-小客車;普通重型-機車,121.7327,25.127668
112818,108年05月03日 00時05分00秒,基隆市暖暖區八堵路 / 基隆市暖暖區過港路,死亡0;受傷1,自用-小客車;普通重型-機車,121.733626,25.110229999999998
112821,108年05月03日 00時10分00秒,基隆市信義區深澳坑路 / 基隆市信義區深溪路,死亡0;受傷1,自用-小客車;普通重型-機車,121.78048899999999,25.128462
113148,108年05月03日 11時00分00秒,基隆市安樂區安樂路二段自強隧道口,死亡0;受傷1,普通重型-機車,121.72896100000001,25.124945999999998
113168,108年05月03日 11時30分00秒,基隆市暖暖區源遠路20號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車,121.733227,25.107878
113219,108年05月03日 12時30分00秒,基隆市中正區祥豐街30號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,121.76213500000001,25.141208
113223,108年05月03日 12時33分00秒,基隆市安樂區安樂路一段232號前0.0公尺,死亡0;受傷1,普通重型-機車,121.732304,25.127634
113312,108年05月03日 14時10分00秒,基隆市信義區東信路296號前0.0公尺,死亡0;受傷1,計程車-小客車;普通重型-機車,121.76018799999999,25.12856
113377,108年05月03日 15時27分00秒,基隆市中正區北寧路望海巷停車場,死亡0;受傷1,普通重型-機車;自用-小客車,121.80266100000001,25.142587
113474,108年05月03日 16時50分00秒,基隆市中正區正榮街110巷前0.0公尺,死亡0;受傷2,計程車-小客車;普通重型-機車;乘客-人,121.764326,25.143667999999998
113636,108年05月03日 18時35分00秒,基隆市信義區東信路107號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.764261,25.128577
113644,108年05月03日 18時50分00秒,基隆市中正區中正路 / 基隆市中正區中正路,死亡0;受傷2,普通重型-機車;普通重型-機車,121.76084399999999,25.142491
113653,108年05月03日 18時52分00秒,基隆市安樂區安樂路二段 / 基隆市安樂區安和一街,死亡0;受傷2,普通重型-機車;行人-人,121.72543999999999,25.122567
113718,108年05月03日 19時56分00秒,基隆市中山區文化路 / 基隆市中山區文化路,死亡0;受傷1,行人-人;普通重型-機車,121.732395,25.154403
113778,108年05月03日 21時33分00秒,基隆市七堵區明德一路 / 基隆市七堵區崇孝街,死亡0;受傷1,普通重型-機車;自用-小客車,121.71028600000001,25.096054000000002
113817,108年05月03日 22時49分00秒,基隆市中正區信二路 / 基隆市中正區義一路,死亡0;受傷2,普通重型-機車;普通重型-機車,121.74488600000001,25.131764
113836,108年05月04日 00時06分00秒,基隆市暖暖區源遠路 / 基隆市暖暖區源遠路,死亡0;受傷2,普通重型-機車;乘客-人,121.74032,25.10229
113922,108年05月04日 07時50分00秒,基隆市中正區中正路371號前0.0公尺,死亡0;受傷2,行人-人;普通重型-機車,121.748892,25.159888
113941,108年05月04日 08時18分00秒,基隆市暖暖區八堵路八堵火車站前,死亡0;受傷1,自用-小客車;普通重型-機車,121.729054,25.108334
113958,108年05月04日 08時45分00秒,基隆市信義區深澳坑路107號,死亡0;受傷1,普通重型-機車;自用-小客車,121.785798,25.126104
113963,108年05月04日 08時50分00秒,基隆市中山區西定路342號前0.0公尺,死亡0;受傷1,普通重型-機車,121.72951499999999,25.139203
114107,108年05月04日 11時15分00秒,基隆市中正區北寧路望海巷漁港前,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.803251,25.137864999999998
114231,108年05月04日 13時40分00秒,基隆市中正區和一路 / 基隆市中正區和平街,死亡0;受傷1,普通重型-機車;自用-小客車,121.768045,25.154789
114436,108年05月04日 17時40分00秒,基隆市暖暖區八堵路 / 基隆市暖暖區源遠路,死亡0;受傷1,普通重型-機車;自用-小客車,121.731501,25.10888
114464,108年05月04日 18時10分00秒,基隆市七堵區百五街 / 基隆市七堵區福一街,死亡0;受傷1,自用-小客車;行人-人,121.694924,25.083604
114633,108年05月05日 00時14分00秒,基隆市七堵區百六街 / 基隆市七堵區福一街,死亡0;受傷1,普通重型-機車;租賃車-小客車,121.694645,25.084971
114685,108年05月05日 07時15分00秒,基隆市信義區信一路 / 基隆市信義區信二路,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.757888,25.128511
114723,108年05月05日 08時24分00秒,基隆市暖暖區暖中路 / 基隆市暖暖區過港路,死亡0;受傷1,普通重型-機車;普通重型-機車,121.739704,25.104054
114804,108年05月05日 10時20分00秒,基隆市仁愛區仁一路 / 基隆市仁愛區愛四路,死亡0;受傷2,普通重型-機車;計程車-小客車;乘客-人,121.74485800000001,25.130228
114995,108年05月05日 14時13分00秒,基隆市暖暖區源遠路29號前0.0公尺,死亡0;受傷1,普通重型-機車;乘客-人,121.733227,25.107878
115015,108年05月05日 14時30分00秒,基隆市暖暖區八堵路142號前0.0公尺,死亡0;受傷2,普通重型-機車;大型重型2(250-550C.C.)-機車,121.715149,25.118729000000002
115199,108年05月05日 18時15分00秒,基隆市暖暖區八堵路189-5號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,121.72328300000001,25.103827
115311,108年05月05日 20時50分00秒,基隆市中正區中正路62-1號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.757108,25.140853
115360,108年05月05日 22時00分00秒,基隆市安樂區麥金路411號前0.0公尺,死亡0;受傷1,普通重型-機車,121.71955,25.125979
115385,108年05月05日 23時00分00秒,基隆市安樂區基金二路 / 基隆市安樂區基金二路,死亡0;受傷1,自用-小客車;行人-人,121.71423600000001,25.14038
115405,108年05月06日 00時30分00秒,基隆市仁愛區忠一路 / 基隆市仁愛區愛一路,死亡0;受傷1,普通重型-機車;計程車-小客車,121.741348,25.131022
115507,108年05月06日 07時43分00秒,基隆市七堵區八德路 / 基隆市七堵區大華一路,死亡0;受傷1,自用-小客車;普通重型-機車,121.719349,25.100894
115729,108年05月06日 10時43分00秒,基隆市仁愛區仁一路 / 基隆市仁愛區愛六路,死亡0;受傷1,自用-小客車;普通重型-機車,121.747685,25.128458
115744,108年05月06日 11時05分00秒,基隆市安樂區安一路270號前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車;普通重型-機車,121.73028799999999,25.13267
115889,108年05月06日 13時40分00秒,基隆市中山區中和路 / 基隆市中山區中平街,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.722605,25.14346
115968,108年05月06日 15時48分00秒,基隆市信義區深溪路 / 基隆市信義區新豐街,死亡0;受傷1,計程車-小客車;行人-人,121.782793,25.135044
116153,108年05月06日 18時20分00秒,基隆市信義區深溪路159號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,121.78247900000001,25.13492
116216,108年05月06日 19時09分00秒,基隆市安樂區基金一路 / 基隆市安樂區基金一路,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.71524699999999,25.139692
116366,108年05月06日 22時05分00秒,基隆市安樂區基金一路 / 基隆市安樂區基金一路,死亡0;受傷1,行人-人;普通重型-機車,121.708049,25.141451999999997
116645,108年05月07日 08時52分00秒,基隆市七堵區明德一路184號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車,121.71371599999999,25.097882000000002
116756,108年05月07日 10時50分00秒,基隆市中正區北寧路海大工學館,死亡0;受傷1,自用-小客車;普通重型-機車,121.780134,25.150247
116806,108年05月07日 11時50分00秒,基隆市七堵區南興路131號,死亡0;受傷1,自用-小客車;普通重型-機車,121.71171100000001,25.096034
116835,108年05月07日 12時21分00秒,基隆市暖暖區暖暖街228號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.73471799999999,25.098112
116921,108年05月07日 14時52分00秒,基隆市安樂區安樂路二段135號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,121.724598,25.121657
116922,108年05月07日 14時53分00秒,基隆市信義區信一路 / 基隆市信義區義七路,死亡0;受傷1,公營公車-大客車;行人-人,121.752752,25.128404999999997
117026,108年05月07日 17時00分00秒,基隆市中正區中正路660號前0.0公尺,死亡0;受傷1,普通重型-機車;行人-人;自用-小客車,121.767366,25.151241
117168,108年05月07日 18時45分00秒,基隆市安樂區安樂路一段204號前0.0公尺,死亡0;受傷2,行人-人;普通重型-機車,121.732501,25.128116000000002
117304,108年05月07日 21時45分00秒,基隆市仁愛區愛一路71號前0.0公尺,死亡0;受傷2,行人-人;普通重型-機車,121.741025,25.12924
117381,108年05月08日 06時28分00秒,基隆市中正區中正路322號前0.0公尺,死亡0;受傷2,行人-人;普通重型-機車,121.76088899999999,25.142534
117463,108年05月08日 07時41分00秒,基隆市暖暖區源遠路258號碇內國小前,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.75400900000001,25.098488
117549,108年05月08日 08時21分00秒,基隆市七堵區國道1號 5公里南側向交流道,死亡0;受傷2,自用-小客車;自用-小客車,121.67906799999999,25.085872
117561,108年05月08日 08時30分00秒,基隆市安樂區基金一路 / 基隆市安樂區麥金路,死亡0;受傷1,普通重型-機車,121.719728,25.124821
117598,108年05月08日 09時05分00秒,基隆市七堵區八德路中油涵洞,死亡0;受傷1,普通重型-機車,121.72328300000001,25.103827
