,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
1410,108年10月14日 15時44分00秒,彰化縣和美鎮湖內里美港公路1段 / 彰化縣和美鎮湖內里彰新路6段,死亡1;受傷0,自用-大貨車;普通重型-機車,120.509508,24.149114
1415,108年10月15日 20時50分00秒,彰化縣溪湖鎮媽厝里海豐路前0.0公尺,死亡1;受傷0,普通重型-機車,120.49442,23.927047
1418,108年10月16日 07時43分00秒,彰化縣伸港鄉新港村新港路46號前0.0公尺前,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.488282,24.139633
1433,108年10月19日 08時00分00秒,彰化縣鹿港鎮頭南里頭庄巷1-21號前0.0公尺前,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.4741,24.10046
1441,108年10月20日 13時50分00秒,彰化縣員林市浮圳里員東路1段290號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.593698,23.96232
1451,108年10月22日 11時45分00秒,彰化縣彰化市大竹里彰南路2段 / 彰化縣彰化市大竹里彰南路2段,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.582748,24.084068
1456,108年10月24日 03時10分00秒,彰化縣溪湖鎮湖東里東興路368號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.48409,23.965388
1462,108年10月25日 06時39分00秒,彰化縣二林鎮後厝里斗苑路4段 / 彰化縣二林鎮後厝里竹林路3段,死亡1;受傷0,腳踏自行車-慢車;遊覽車-大客車,120.385283,23.899075
1509,108年11月02日 10時17分00秒,彰化縣溪州鄉國道1號 223公里300.0公尺處北側向內側,死亡1;受傷5,自用-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.484795,23.832316
1520,108年11月05日 17時30分00秒,彰化縣花壇鄉三春村彰員路1段559號前0.0公尺,死亡1;受傷0,營業用-曳引車;行人-人,120.566717,24.014297
1565,108年11月16日 16時46分00秒,彰化縣田尾鄉柳鳳村鳳田路 / 彰化縣田尾鄉柳鳳村吉安路,死亡1;受傷2,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.510534,23.909758
1588,108年11月21日 16時02分00秒,彰化縣員林市出水里出水巷64之2號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車,120.5445,24.0775
1592,108年11月22日 06時04分00秒,彰化縣福興鄉元中村番花路1段473號前0.0公尺前,死亡1;受傷0,自用-小客車;普通重型-機車,120.484037,24.017478
1595,108年11月22日 17時55分00秒,彰化縣北斗鎮西德里舜耕路4之32號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車;自用-大貨車,120.517636,23.866192
1627,108年11月29日 18時05分00秒,彰化縣福興鄉廈粘村廈粘街7-8號前0.0公尺前,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.407607,24.028792
1638,108年12月02日 11時19分00秒,彰化縣員林市南興里興仁街 / 彰化縣員林市南興里興隆街,死亡1;受傷1,普通重型-機車;普通重型-機車,120.578933,23.962208
1643,108年12月03日 13時21分00秒,彰化縣秀水鄉曾厝村福陵路118號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.49769,24.024653
1656,108年12月05日 20時47分00秒,彰化縣社頭鄉廣興村仁愛三路160號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.581135,23.901538
1657,108年12月06日 05時26分00秒,彰化縣福興鄉西勢村員鹿路2段126號前0.0公尺前,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.435959,24.038602
1658,108年12月06日 06時16分00秒,彰化縣社頭鄉新厝村員集路4段280號前0.0公尺前,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車,120.578619,23.928786
1666,108年12月07日 20時56分00秒,彰化縣北斗鎮七星里斗功路167號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.530128,23.855013
1681,108年12月11日 01時54分00秒,彰化縣員林市中央里中央路281號前0.0公尺東側,死亡1;受傷0,普通重型-機車;自用-大貨車,120.56984,23.937647
1692,108年12月11日 22時38分00秒,彰化縣彰化市五權里金馬路3段119號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.533496,24.087923
1696,108年12月12日 10時49分00秒,彰化縣溪湖鎮湖東里員鹿路2段 / 彰化縣溪湖鎮湖東里東環路,死亡1;受傷0,營業用-半聯結車;腳踏自行車-慢車,120.482877,23.957863
1698,108年12月12日 12時02分00秒,彰化縣秀水鄉安溪村安溪街 / 彰化縣秀水鄉安溪村安溪街,死亡1;受傷1,普通重型-機車;自用大客車-大客車;乘客-人,120.510046,24.046539
1712,108年12月14日 17時35分00秒,彰化縣秀水鄉馬興村雅興街274號前0.0公尺前,死亡1;受傷0,自用-小客車;行人-人,120.49841,24.074755
1730,108年12月17日 13時29分00秒,彰化縣埤頭鄉和豊村新生路98巷前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.4971,23.879558
1745,108年12月19日 21時07分00秒,彰化縣和美鎮塗厝里嘉卿路2段483號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.502013,24.128066
1765,108年12月22日 22時50分00秒,彰化縣芳苑鄉五俊村芳草路前0.0公尺,死亡1;受傷0,普通重型-機車,120.34924,23.930883
1772,108年12月24日 07時48分00秒,彰化縣彰化市東芳里彰馬路 / 彰化縣彰化市東芳里彰馬路,死亡1;受傷0,自用-小客車;行人-人,120.515521,24.063668
1782,108年12月25日 18時03分00秒,彰化縣永靖鄉浮圳村浮圳路 / 彰化縣永靖鄉浮圳村圳中巷,死亡1;受傷0,自用-小客車;普通重型-機車,120.561941,23.915202
1796,108年12月28日 15時12分00秒,彰化縣溪湖鎮東寮里彰水路4段 / 彰化縣溪湖鎮東寮里頂新街,死亡1;受傷0,腳踏自行車-慢車;營業用-曳引車,120.47999,23.968805
1799,108年12月29日 06時37分00秒,彰化縣芳苑鄉王功村芳漢路王功段544號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,120.340946,23.965619
1806,108年12月30日 07時42分00秒,彰化縣溪州鄉舊眉村陸軍路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.521839,23.854344
